Unnamed: 0,ID,Url,original_text,gpt.4.1.mini_stance,Date,Topic
18480,18480,http://twitter.com/SCROTOESCOBAR/statuses/1866399678822248931,"BRIAN LEAVES BEHIND TWO BOYS AND HIS BELOVED WIFE. 

JUSTICE FOR BRIAN THOMPSON IS DUE.
JUSTICE FOR BRIAN THOMPSON WILL COME.
JUSTICE FOR BRIAN THOMPSON IS NEXT.",1,12/10/2024 8:28,4
18643,18643,http://twitter.com/eth_taco/statuses/1866388947632353742,"grok3, elon musk, luigi the assassin and banksy all in one? woah. 

Justice for Brian is coming soon.",1,12/10/2024 7:46,18
18670,18670,http://twitter.com/arundada1/statuses/1866387347753021943,"""That's a deeply troubling situation. My thoughts are with everyone affected by this incident, especially Brian Thompson's family and colleagues. It's important to seek justice while also supporting each other through this difficult time.""",1,12/10/2024 7:39,4
18778,18778,http://twitter.com/zeytunSEO/statuses/1866380984784196011,I stand with Brian Thompson,1,12/10/2024 7:14,2
18794,18794,http://twitter.com/OmzyMontana/statuses/1866379655315423434,"You have a twisted view of the world. Regardless of what you feel about Big Pharma and Luigi, he shot and killed an unarmed man from behind in cold blood and deserved to be punished for his crimes. That CEO was a father, son etc and deserves justice, what if he was your dad?",1,12/10/2024 7:09,13
18830,18830,http://twitter.com/optimates234/statuses/1866377385752358989,Brian Thompson is a hero. Luigi Mangione deserves to become fertilizer.,1,12/10/2024 7:00,0
18848,18848,http://twitter.com/BiggaDan10/statuses/1866376654324421031,"Luigi was called in my private gc early and I missed it 

Very sad day for me 

Never going to distract myself again",1,12/10/2024 6:57,8
19317,19317,http://twitter.com/Destiny15_FL/statuses/1866353362305712509,"I don’t care what anyone says. 

One is not like the other. 

🚫Luigi Nicholas Mangione🚫",1,12/10/2024 5:24,8
19492,19492,http://twitter.com/NRO/statuses/1866347360000803179,"It's entirely possible that Brian Thompson made some bad decisions. 

It is not possible that he deserved to be murdered, because nobody deserves to be murdered. |",1,12/10/2024 5:01,4
19523,19523,http://twitter.com/GlobalPolemics/statuses/1866346086853681658,"Statement on the passing of Brian Thompson,  CEO, and honorary co-chair of the 2026 Special Olympics USA Games.",1,12/10/2024 4:55,15
19585,19585,http://twitter.com/siennamariax/statuses/1866344549922025752,Oh Luigi 😔 there will just be a new CEO…people will continue being screwed over by UnitedHealth. killing that man didn’t change anything except the lives of his loved ones now his wife is widow and his kids don’t have a father.,1,12/10/2024 4:49,13
19626,19626,http://twitter.com/itsmartybrandon/statuses/1866342810753909158,"What if Brian Thompson was about to become a whistleblower and expose serious corruption, and now the people he was just trying to help are celebrating his death on social media",1,12/10/2024 4:42,2
19631,19631,http://twitter.com/crazythisweek/statuses/1866342740193148975,"Luigi is a serial killer, as opposed to his poor innocent victim :(",1,12/10/2024 4:42,3
19739,19739,http://twitter.com/FLCons/statuses/1866339215715467458,"I am a bit troubled by this. I understand that we all try to present our best selves on social media.

However, I find it difficult to reconcile Luigi Mangione's smiling face with the brutal and heartless killing of Brian Thompson.",1,12/10/2024 4:28,0
19745,19745,http://twitter.com/Tygress951/statuses/1866339011964612647,"Oh, FFS! CNN is trying to compare Luigi Mangione’s straight up murder of the CEO to Daniel Penny’s heroic subway stop. Mangione is NOT Penny - they are not the same!

I simply cannot hate the lefties enough. 🤮",1,12/10/2024 4:27,5
19815,19815,http://twitter.com/TheBigTicketJS/statuses/1866336747212443762,I stand with Persecuted American Hero Brian Thompson. Injustice Anywhere is Injustice Everywhere,1,12/10/2024 4:18,4
19856,19856,http://twitter.com/LGC_Research/statuses/1866335532399411588,"●●PLEASE STAY PRAYED🙏UP AND WOKE PEOPLE●●
THE MURDER OF UNITED HEALTHCARE CEO BRIAN THOMPSON IS ABOUT SLAVERY AND WE CHOOSING FREEDOM.",1,12/10/2024 4:14,9
19863,19863,http://twitter.com/TrevorPhil21646/statuses/1866335216911913393,"Must be rough, but I feel even worse for Brian Thompson’s family: A husband & father murdered but supposedly deserved it because he was CEO of mean company; how dare he fulfill his fiduciary duty toward shareholders!",1,12/10/2024 4:12,19
19875,19875,http://twitter.com/dedlinerocks05/statuses/1866334866616545523,Luigi Mangione is about to get a 1 way non refundable ticket to He!! for his shooting of the CEO. I’m sure they have big plans for him down there. Dress light I hear it’s hot!!,1,12/10/2024 4:11,0
19923,19923,http://twitter.com/DaveGalluchPA/statuses/1866333679414612231,Is Audie Cornish of CNN seriously suggesting that Brian Thompson - who was gunned down in cold blood by an assassin - is somehow not a “victim?”,1,12/10/2024 4:06,4
19934,19934,http://twitter.com/ErinSabol3/statuses/1866333303462056073,"Luigi Mangione! You poor little rich boy with a grudge, you aren't as smart as you thought! You are a MURDERER AND YOU'LL LIVE THE REST OF YOUR MISERABLE LONG,LONG,LIFE IN THE SLAMMER!",1,12/10/2024 4:05,0
19965,19965,http://twitter.com/erica1933/statuses/1866332688107409471,"That is about as perfect a statement as the family could make. 
Whether they suspected that Luigi Mangione was the man in the photos, unclear. But a perfect statement nonetheless.",1,12/10/2024 4:02,0
20091,20091,http://twitter.com/Kathiemom11/statuses/1866329440088740228,The people cheering the murder of UnitedHealthcare CEO want us to become the Soviet Union.,1,12/10/2024 3:49,1
20164,20164,http://twitter.com/EXECUTIVEXMEDIA/statuses/1866327030293242307,"Luigi Mangione’s family has released a statement:

“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”",1,12/10/2024 3:40,0
20177,20177,http://twitter.com/RocketsTTV/statuses/1866326671009194325,"#UnitedHealth 
Wish we found a different way to help your mom Luigi",1,12/10/2024 3:38,13
20185,20185,http://twitter.com/AndylCrook/statuses/1866326468302958934,"Regardless of what they say he was, he was a human being too with a family and kids at home. His kids will never see his father ever again. 

The full cycle of the investigation is catching the killer and locking him up, which means Justice will be served for Brian Thompson.",1,12/10/2024 3:37,4
20293,20293,http://twitter.com/ocallaghantim61/statuses/1866323530599792645,"A day that shall live in infamy: December 4, 2024: Brian Thompson rendered deceased: The greatest love: John 15:13. Holding Genesis 9:6 accountable. God’s armies intended: second amendment:
David’s/Goliath.",1,12/10/2024 3:26,4
20326,20326,http://twitter.com/Ligit_Eclectic/statuses/1866322867425611870,"NEWS 

Luigi Mangione’s family has released a statement: 

“Unfortunately, we cannot comment on news reports regarding Luigi Mangione. We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian…",1,12/10/2024 3:23,0
20389,20389,http://twitter.com/AntCardee/statuses/1866321311766896642,"Formed a community for Justice for Brian, the dex has been updated and the people that believe Justice for Brian Thompson should be served, are here to push the this token. RIP. 

Here is the dex link:",1,12/10/2024 3:17,4
20471,20471,http://twitter.com/AndrewH09844378/statuses/1866319203625570580,"You don’t know how the law works clearly. No matter how bad someone is you cannot kill them unless they pose an immediate threat to u. Brian Thompson was simply walking minding his own business, therefore his murder is unjustified. Kyle rittenhouse was under an immediate threat",1,12/10/2024 3:09,4
20518,20518,http://twitter.com/mmg0949/statuses/1866317819094216751,"Statement from Luigi Mangione's family:

""Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.""",1,12/10/2024 3:03,0
20712,20712,http://twitter.com/LKIABPOD/statuses/1866312789091881363,"Domo SLAMS Luigi Mangione for assassinating the CEO of United Healthcare!

Domo ""We should not tolerate any jokes, pettiness or play with this""",1,12/10/2024 2:43,5
20719,20719,http://twitter.com/BasementBillion/statuses/1866312663493697889,"Luigi Mangione could have dedicated his life to try to enact change in the healthcare industry, instead he chose to shoot a father of two in the back",1,12/10/2024 2:43,0
20782,20782,http://twitter.com/2004Anuraj2/statuses/1866311016352756000,"That’s incredibly tragic. Luigi Mangione being identified as the person of interest adds a new layer to this heartbreaking story.
 How are you feeling about this news? 💔",1,12/10/2024 2:36,0
20824,20824,http://twitter.com/EduardoGooner/statuses/1866310028967244033,Brian Thompson was the embodiment of the American Dream. Anyone celebrating his death and sympathizing with his killer is a heartless bastard.,1,12/10/2024 2:32,6
21030,21030,http://twitter.com/TheMooseHandler/statuses/1866304563789365341,early meta when chi yu chien pao (AKA BRIAN THOMPSON) was still alive/legal this guy was on EVERY TEAM!!!! 🐐,1,12/10/2024 2:10,2
21038,21038,http://twitter.com/EliseEleison/statuses/1866304363213324703,Very sad. My prayers and condolences to Brian Thompson’s family whose father and husband was taken from.,1,12/10/2024 2:10,16
21238,21238,http://twitter.com/AgoroGideon/statuses/1867785832083730945,He had a point as well he stepped up to save lives Luigi murdered people for a stupid cause Daniel saw a lunatic threatening people and saying he wants to kill himself and put an end to the situation if a gun was drawn and women and children died you won’t be saying this,1,12/14/2024 4:16,3
21246,21246,http://twitter.com/hatespair/statuses/1867784143075266907,"Brian Thompson, Not Luigi Mangione, Is the Real Working-Class Hero",1,12/14/2024 4:10,0
21282,21282,http://twitter.com/Saladbar1379/statuses/1867778091269214467,Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. It’s horrible anyone thinks his cowardly murder is okay or would fix anything.,1,12/14/2024 3:46,4
21431,21431,http://twitter.com/Jaydahomie99/statuses/1867760938818187277,Flip side of the coin of leftists celebrating Luigi Mangione extra-judiciously killing a CEO of a health insurance company. Do people really want to live in a society where you can be killed at any time and any place based on how someone around you deems your character?,1,12/14/2024 2:38,5
21443,21443,http://twitter.com/BrianTubbs/statuses/1867759762194002276,"""THOU SHALT NOT KILL"" 

It's the Sixth Commandment, and it seems many Americans need a reminder of it. If you are among those cheering the cold-blooded murder of Brian Thompson ... 

You're one of those who needs to re-read and meditate upon the Sixth Commandment.

All life is…",1,12/14/2024 2:33,6
21453,21453,http://twitter.com/WKTV/statuses/1867758933672145070,The leader of UnitedHealth Group wrote that the health insurance executive gunned down on a Manhattan sidewalk last week cared about consumers and was working to make the system better.,1,12/14/2024 2:30,9
21489,21489,http://twitter.com/BasedCloudy/statuses/1867755184967000503,Free Brian Thompson he ain’t do nun 🗣️🗣️,1,12/14/2024 2:15,2
21505,21505,http://twitter.com/RickThomasNet/statuses/1867753177287995868,"As media outlets and politicians work to humanize and even glorify individuals like Luigi, it re-victimizes those already devastated by their actions. It is beyond unsettling—it is an affront to justice and compassion.",1,12/14/2024 2:07,17
21609,21609,http://twitter.com/Elil2002/statuses/1867740018166694108,Yes. The man who protected people from a schizophrenic drug addict who wanted to kill people that day. Self professed wanted to die. I’m sure this person also wants to marry Luigi. We live in 🤡 world.,1,12/14/2024 1:14,3
21632,21632,http://twitter.com/Susannejahn_/statuses/1867737697315697147,"UnitedHealth Group CEO Andrew Witty mourned the loss of Brian Thompson in an op-ed and called for health care reform in the wake of ""this unconscionable act and the vitriol"" employees are facing.",1,12/14/2024 1:05,7
21643,21643,http://twitter.com/616Art/statuses/1867736289019326639,He stalked and shot an unarmed man in the back. Luigi is a coward and the leftists endorsing his behavior are anti-social and should be treated as such.,1,12/14/2024 1:00,12
21671,21671,http://twitter.com/jkuehne745/statuses/1867733121464250683,Same group currently supporting the Luigi turd who shot the CEO,1,12/14/2024 0:47,13
21727,21727,http://twitter.com/RudyWhippet/statuses/1867726115827331573,Brian Thompson is a martyr to Obamacare.,1,12/14/2024 0:19,15
21729,21729,http://twitter.com/charmain7250681/statuses/1867725655871565986,"Even if you don't think the killing was justified, viewing Brian Thompson negatively is absolutely sick. No one has yet pointed to a single unethical or untoward decision he personally made.",1,12/14/2024 0:17,6
21774,21774,http://twitter.com/louise_mclamb/statuses/1867720679770190048,". on murder of UnitedHealthcare CEO: ""This was a man who was gunned down from behind in Manhattan and he leaves behind children ... I'm just disturbed that there is a growing lack of humanity within the mainstream discourse.""",1,12/13/2024 23:58,1
21781,21781,http://twitter.com/TROOTHBT0LD/statuses/1867720160695792039,"I can NEVER understand WHY people are praising Luigi Mangione’s for killing of UnitedHealthCare CEO of Brian Thompson. 

Our society so “F” up! 

Taking one’s life is NOT okay at all.",1,12/13/2024 23:56,5
21851,21851,http://twitter.com/JoeHuxley666/statuses/1867712940390174740,"I am a big fan but gotta say, America This Week discussion with  on the Mangione shooting was overly-histrionic and way longer than it needed to be.",1,12/13/2024 23:27,10
21868,21868,http://twitter.com/gc_danny/statuses/1867710453687963700,"Brian Thompson was the beautiful, strong working class hero we never knew we needed. That snake Luigi Mangione took him from us",1,12/13/2024 23:17,0
21882,21882,http://twitter.com/Priya_Shah1/statuses/1867708849228251488,What a pathetic tweet from a professor at Columbia which charges students heavy tuition fees. Brian Thompson clearly came from a humble beginning and worked his way up. Disgusting.,1,12/13/2024 23:11,19
21956,21956,http://twitter.com/CappelloSherry/statuses/1867699827561390412,"The CEO Brian Thompson that was shot was trying to remedy the problems in the insurance industry, it's a lot more to the story right now that meets the eye, we'll just have to wait and see what comes out , #TheFive",1,12/13/2024 22:35,9
21961,21961,http://twitter.com/CovfefeWorld/statuses/1867699534601543968,"I don’t understand why people are celebrating Brian Thompson being killed because at the end of the day, he’s dead. His kids don’t have any father. That 26-year-old Luigi Mangione is going to jail for the rest of his life, and the healthcare system is still the same today — the…",1,12/13/2024 22:34,0
21963,21963,http://twitter.com/WirePaladin709/statuses/1867699493854228744,"The MURDERER of Brian Thompson is an EVIL DEMONIC TERRORIST!

OWN IT!",1,12/13/2024 22:33,4
21991,21991,http://twitter.com/GabriellaJLevy/statuses/1867697058708435429,"Sympathizers of Luigi Mangione or those drawing false moral equivalence between his actions & systemic issues, reveal a fundamental misunderstanding of the U.S. healthcare system.",1,12/13/2024 22:24,5
21994,21994,http://twitter.com/GetMorePylons/statuses/1867696826553708613,"Funny how assholes don’t think it cowardly to shoot someone in the back like bitch. Which Luigi will be in prison, no matter how much his back hurts.",1,12/13/2024 22:23,12
22074,22074,http://twitter.com/shydestro96340/statuses/1867689298839187507,So leftoids praised Luigi thinking he was one of them when really he was part of Le Evil Rich People himself and was just having an intra-class conflict,1,12/13/2024 21:53,3
22094,22094,http://twitter.com/here_garbage/statuses/1867687066047590893,Pieces of shit like this go free and the left glorifies the death of Brian Thompson.,1,12/13/2024 21:44,4
22185,22185,http://twitter.com/TheOSU83/statuses/1867678017226719651,"There’s zero justification for what Mangione did. Violence won’t solve anything. You’re completely void of a moral compass. 
The story is: 
Silver -spoon frat boy can’t fck girls anymore bc his back hurts ; so he kills a father of 2 who had nothing to do w his injury.",1,12/13/2024 21:08,10
22218,22218,http://twitter.com/PoughYolonda/statuses/1867674895016223154,"The Internet Missed the Point on Luigi Mangione - TIME 🤦🏽‍♀️ It’s a dark day when people are supporting a murderer. Disagreements shouldn’t be solved with taking someone’s life, ever! Selling merchandise is disrespectful especially to the victims family.",1,12/13/2024 20:56,0
22228,22228,http://twitter.com/mad_muppet/statuses/1867674153475817775,"“Nothing justifies what the shooter did, but he was way more justified than you. Please consider your privilege and do not contemplate any copycat events! Leave Healthcare CEOs alone and stay in your lane in solidarity! Thank you!”

 via @",1,12/13/2024 20:53,11
22236,22236,http://twitter.com/NTDNews/statuses/1867673348601155667,"UnitedHealth Group CEO Andrew Witty has issued an emotional tribute to Brian Thompson, the head of the group’s insurance arm, UnitedHealthcare, following Thompson’s death at the hands of a gunman.",1,12/13/2024 20:50,7
22265,22265,http://twitter.com/WPLGLocal10/statuses/1867670328614191435,The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.,1,12/13/2024 20:38,9
22268,22268,http://twitter.com/SemperVeritasX/statuses/1867669803546157379,Such a tragedy. Prayers for his family. 🙏,1,12/13/2024 20:35,16
22271,22271,http://twitter.com/CShitposting/statuses/1867669663758659728,"Said the people who cheered Luigi Mangione all week, who murdered a CEO from an industry they don’t like, without irony.",1,12/13/2024 20:35,5
22285,22285,http://twitter.com/EndTheStreetcar/statuses/1867668057339900109,"Hey douchebag, Rittenhouse shot 3 people who were attacking him; your boy Luigi stalked and murdered someone he didn't even know by shooting him in the back.",1,12/13/2024 20:28,12
22289,22289,http://twitter.com/Highdiver24/statuses/1867667722412187697,"You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it coming…",1,12/13/2024 20:27,11
22296,22296,http://twitter.com/Science__Jesus/statuses/1867667360439578701,“BRIAN THOMPSON WAS AN AMERICAN OF GOOD GERMANIC FARMING STOCK MURDERED BY A SHIFTY ITALIAN ANARCHIST”,1,12/13/2024 20:26,2
22375,22375,http://twitter.com/HieiDaHellSpawn/statuses/1867660872262549990,Why would a person like you defend Luigi Magione after what he murdered a someone's father and husband?,1,12/13/2024 20:00,3
22384,22384,http://twitter.com/RightAngleView/statuses/1867659986148737390,"Amen! It’s sickening to see people glorifying the cold-blooded killing of Brian Thompson—a man who embodied the American dream. If you’re upset with the healthcare system, work to change it. Stop celebrating a madman.",1,12/13/2024 19:56,14
22407,22407,http://twitter.com/RickThomasNet/statuses/1867657517104570401,"Grieving the death of a loved one becomes all the more difficult when society shifts its gaze from the victims to the perpetrators, crafting narratives that rationalize or excuse their actions. 



#LuigiMangione #mangione #luigi",1,12/13/2024 19:47,0
22429,22429,http://twitter.com/MndyMrningBlues/statuses/1867656037261881772,"This is such nonsense. Kyle shootings was in self-defense where as Luigi was plain cold-hearted murder.
No moral equivalency at all and if you can't see that, you are part of the problem with the world.",1,12/13/2024 19:41,12
22430,22430,http://twitter.com/IphigeniaTwill/statuses/1867656032711061916,"Well, I'm clearly in the right demographic! The best that can be said of Luigi is how sad and pathetic it is to slip into demonic oppression at such a tender age!",1,12/13/2024 19:41,3
22449,22449,http://twitter.com/Where_da_gold/statuses/1867654194892534032,"Yes. You finally got it ! 
Penny protected others. 

Luigi planned a murder and shot a guy in cold blood. 

If you can’t see the difference, seek counseling.",1,12/13/2024 19:33,12
22533,22533,http://twitter.com/andrewbassettgc/statuses/1867647553925423306,"Even if you have massive issue with the private healthcare system in the US, it does not justify murdering someone like Brian Thompson who had zero control over the way the system is structured.",1,12/13/2024 19:07,11
22552,22552,http://twitter.com/debuk2005/statuses/1867646129154011536,"Kyle did nothing wrong. 
Rich boy Luigi executed a working class born family man in cold blood.",1,12/13/2024 19:01,12
22597,22597,http://twitter.com/travis254529666/statuses/1867643138065805493,"Luigi is a pampered manchild who grew up in luxury, to assassinate a man who grew up middle class in a farm town.",1,12/13/2024 18:49,3
22613,22613,http://twitter.com/JTKirksTribble/statuses/1867642000075632856,"It literally does not meet the definition and why Luigi is going away for the rest of his life, dumbass.",1,12/13/2024 18:45,8
22708,22708,http://twitter.com/JHess574/statuses/1867632815233544599,"This is an insane take. Luigi methodically planned and traveled out of state for the sole purpose of assassinating someone who came from a less privileged background than him. Seriously, Luigi’s family sent him to a private school for 40,000 a year. I have no sympathy for him",1,12/13/2024 18:08,3
22711,22711,http://twitter.com/Elmaestrohombe/statuses/1867632532734587098,What does the government have to do with a random loser like Luigi assasinating a ceo for a health care company. I don’t think this government gives two shits about us but I will never support outright cold blooded murder. The fact you do shows that the only retard is you,1,12/13/2024 18:07,13
22714,22714,http://twitter.com/witnesstoevents/statuses/1867632141573796273,My niece who is a teacher and mother of two young children posts in support of Luigi multiple times a day. I am disgusted by her broken moral compass.,1,12/13/2024 18:06,3
22727,22727,http://twitter.com/youdoingtoomuch/statuses/1867630853758869727,This isn’t surprising. Get off Twitter and the general public is going to be okay with broad day murder of a rich person lol. Now had he killed a homeless man then yea Luigi would be fine.,1,12/13/2024 18:01,17
22742,22742,http://twitter.com/wilsonjack/statuses/1867629743161376782,"Charlamagne on UnitedHealthcare CEO Brian Thompson murder: ""I don’t understand why people are celebrating him being killed because at the end of the day ... he’s dead. His kids don’t got no father ... why are you happy about him being gunned down like that? It’s just weird where…",1,12/13/2024 17:56,11
22753,22753,http://twitter.com/Thetroublewit/statuses/1867628413844172802,This is why cheering for Luigi is ridiculous. The profiteers are everywhere and on all sides. You fight but you do not use violence.,1,12/13/2024 17:51,3
22785,22785,http://twitter.com/Jdcocojr61/statuses/1867626037020164259,"I am willing to remove myself from a socialist system that lionizes Luigi Mangione and vilifies Daniel Perry. 

Mangione was a rich kid who assassinated a rags-to-riches CEO who was merely doing what the Democrats empowered him to do. As for Perry, I welcome into my social risk…",1,12/13/2024 17:42,0
22796,22796,http://twitter.com/Knight981311/statuses/1867624900770541967,"UnitedHealth Group CEO Mourns #Brian #Thompson;
Admits Healthcare System 'Flawed'.
""The healthcare system is flawed. Let's fix them.""
#healthinsurance #ganjingworld 

▶️▶️",1,12/13/2024 17:37,7
22799,22799,http://twitter.com/OmegaMew2/statuses/1867624644930654411,"The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should,” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.",1,12/13/2024 17:36,9
22846,22846,http://twitter.com/TXGunRights/statuses/1867621078857920781,"The left actually loves gun violence. Just look at how they reacted to the United Health CEO murder.

They have turned Luigi Mangione into their hero.",1,12/13/2024 17:22,5
22851,22851,http://twitter.com/sissylander9/statuses/1867620442749472790,"Brian Thompson is the innocent party here. All you sickos praising Luigi & him murdering a father/husband/son should be ashamed. as aside, Luigi murdered one Healthcare CEO who was trying to make the system better, he did not research well. Quit putting out CEOs private info.",1,12/13/2024 17:19,13
22911,22911,http://twitter.com/DafityDaf/statuses/1867615962809160030,"Yesterday I tried to talk to my coworker about Luigi Mangione, he kept saying that murder is wrong and that Brian Thompson was a father. Its crazy to me how the nuance of this situation can fly over peoples heads",1,12/13/2024 17:01,0
22943,22943,http://twitter.com/jenniferkonkolo/statuses/1867613697121648824,"And folks wanna play like Luigi is just as bad as or worse than these people.

Nasty work.",1,12/13/2024 16:52,3
23008,23008,http://twitter.com/AreisNY1/statuses/1867608884380139533,"And just like that kids,  took herself out of the running for oversight committee. #DaFuq she sympathizes with a murderer? Want to know what’s wrong with government? They continually divide us. She continually divides us.",1,12/13/2024 16:33,11
23050,23050,http://twitter.com/jcochran73/statuses/1867604779381256462,"Yet he didn't shoot anyone in the street over money like Mangione, did he?",1,12/13/2024 16:17,10
23080,23080,http://twitter.com/NotreDameFan27/statuses/1867601899102621943,Penny defended innocent people and was targeted. Luigi was a murderer who targeted an innocent man.,1,12/13/2024 16:06,12
23098,23098,http://twitter.com/mannyfidel/statuses/1867600052937457977,well this is fucking heartbreaking,1,12/13/2024 15:58,16
23104,23104,http://twitter.com/VucciMane69/statuses/1867599413788459072,"""Brian Thompson is the real working-class hero""",1,12/13/2024 15:56,2
23158,23158,http://twitter.com/RektimH/statuses/1867593378264965386,"The same people who were mad that Kyle shot violent pedophiles with a legal gun (while they were attacking him) are cheering that over privileged douche Luigi, for gunning down a self made family man in the back with an illegal firearm (and who cRoSsEd StAtE LiNeS!)",1,12/13/2024 15:32,12
23219,23219,http://twitter.com/CBSNews/statuses/1867585268351381540,"Andrew Witty, the CEO of UnitedHealth Group, memorialized slain executive Brian Thompson in an op-ed and acknowledged industry flaws.",1,12/13/2024 15:00,7
23229,23229,http://twitter.com/todaystropics/statuses/1867584341175332922,"You’re so misguided if you believe what you’re saying. The guy was a cpa, the ultimate middle class job. UnitedHealthcare insurance is required to pay out 85% of premiums received as claims. And they do. Learn something instead of being indoctrinated",1,12/13/2024 14:56,1
23284,23284,http://twitter.com/rdsmith3/statuses/1867578131239829908,"Luigi Mangione epitomizes what the left has become today: a privileged rich kid from private schools whose family owns country clubs, celebrated as a hero for allegedly murdering a CEO. This CEO, who rose from humble beginnings as the son of a grain elevator operator and worked…",1,12/13/2024 14:31,0
23329,23329,http://twitter.com/amourpvris/statuses/1867573375746629756,"i haven’t said shit about that Luigi case because i wanted all the facts and now that I have them . Why people are gunning for a MURDERER to be free is insane to me ! He killed a man that had a family , the healthcare system is still fucked up like ..",1,12/13/2024 14:12,17
23395,23395,http://twitter.com/CathyPeter90664/statuses/1867566446991294938,"AOC understands murdering someone when you don’t like how something is run…but, hates violence. 

Brian Thompson worked all his life. Respected laws and rules of society. 

Luigi Mangione is spoiled and educated. He didn’t own a United Healthcare policy. He murdered Brian.",1,12/13/2024 13:45,0
23399,23399,http://twitter.com/0255_AM/statuses/1867566105851490579,Brian Thompson was an innocent person.,1,12/13/2024 13:43,4
23479,23479,http://twitter.com/OOreil15/statuses/1867554063526629492,She’s a pure devil. 2 boys lost their Dad before Christmas. Luigi was a rich kid. I could understand if the system killed somebody’s Mom by refusing to cover treatment. Gaslighting once again.,1,12/13/2024 12:56,3
23510,23510,http://twitter.com/BoiKittyMeow/statuses/1867550109506162739,"If you have HIV you already have disability insurance, and free healthcare. Even if you barely have income living in Los Angeles you can call 211, and they instantly set you up for free healthcare, how are you praising Luigi for killing a man in charge of something you actually…",1,12/13/2024 12:40,13
23544,23544,http://twitter.com/BillU95280853/statuses/1867544329125797928,Every meeting in BT’s world was about driving down the cost of care and fixing the exact problems Luigi was talking about. Witty hates the current state of US healthcare and he charged BT with fixing it because BT got shit done. The entire system needs to be reformed.,1,12/13/2024 12:17,13
23571,23571,http://twitter.com/NotIsaacLee/statuses/1867540764949164472,they want you to think the CEO was murdered because of some personal vendetta or grudge. he was getting ready to testify before Congress and they did not want him talking. if Thompson was going to reveal secrets about healthcare wrongdoing it seems like Luigi would want him to…,1,12/13/2024 12:03,13
23573,23573,http://twitter.com/stonefish1234/statuses/1867540484354392545,"rip in peace Brian Thompson, gone too soon",1,12/13/2024 12:02,2
23604,23604,http://twitter.com/MichaelRCaputo/statuses/1867533136302944330,". is a propagandist trying to convince you that violence against a business leader is normalized. 

It’s not. That’s socialist dogma. Mangione is a murdering nutjob who Ali admires for his violence against capitalism.",1,12/13/2024 11:32,10
23625,23625,http://twitter.com/purplemamabear/statuses/1867529095971807298,"My heart goes out to #BrianThompson, the #CEO of #UnitedHealthCare, his family & friends. No one had the right to take his life. 

My heart goes out to #LuigiMangione. I understand the toll of #chronicpain, of chronic #health issues; the physical suffering, the emotional 2",1,12/13/2024 11:16,5
23628,23628,http://twitter.com/GodferyJos39178/statuses/1867528608178483612,sympathy after the killing. A post by UnitedHealthcare’s parent company mourning Thompson’s,1,12/13/2024 11:14,7
23716,23716,http://twitter.com/xoirenevalentin/statuses/1867504530734428451,I’m probably going to lose a lot of female followers! Luigi Mangione is a murderer! He did nothing for the betterment of mankind! He killed a man! STOP glorifying him!!!!,1,12/13/2024 9:39,0
23751,23751,http://twitter.com/NRO/statuses/1867493662956892387,The reaction from the press and far-left Democrats to the heinous murder of Brian Thompson is nothing short of demonic. |,1,12/13/2024 8:56,14
23814,23814,http://twitter.com/ShenelDeniece/statuses/1867480451939807553,Returned for the Luigi tweets,1,12/13/2024 8:03,8
23905,23905,http://twitter.com/mikelliott71/statuses/1867461182187081781,"🚨LIVE - Lots of FANGIRLS out there for accused killer Luigi Mangione, including a University of Pennsylvania professor who expressed PRIDE over the murder of Brian Thompson.

Shocking support for the murderer continues as people justify what he did & think he's some sort of…",1,12/13/2024 6:46,0
23910,23910,http://twitter.com/HiIlikeKitties/statuses/1867459225288655228,"You cannot escape my wrath, luigi.",1,12/13/2024 6:39,8
23924,23924,http://twitter.com/wiremother/statuses/1867456226633953691,"The ""Every not rich American is a temporarily embarrassed millionaire"" school of American dream, flim flam. 

Brian Thompson, Not Luigi Mangione, Is the Real Working-Class Hero",1,12/13/2024 6:27,0
23929,23929,http://twitter.com/scary_monstrs/statuses/1867455354906587279,Anyone celebrating mangione is a lunatic.,1,12/13/2024 6:23,10
23951,23951,http://twitter.com/ARatOfRat/statuses/1867451984925929554,Not as painful as the cowardly shot felt briefly by Brian Thompson in his back before he passed away.,1,12/13/2024 6:10,4
23954,23954,http://twitter.com/WalshC129/statuses/1867451522281255108,"Shame on the rich farmers who don want to pay their fair share of taxes 

RIP Brian Thompson",1,12/13/2024 6:08,19
